wav_filename,wav_filesize,transcript
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_158.wav,110080,BẤT CHẤP SỰ NGĂN CẢN CỦA CƠ QUAN CHỨC NĂNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_159.wav,126080,MỖI KHI XE XÓC MẠNH LÀ HÔNG CẬU ĐAU Ê ẨM
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_160.wav,84080,NGỦ TRÊN NỆM KHÔNG PHÙ HỢP
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_161.wav,102080,THÀNH MÁI CHE RỢP ĐẦY NHUNG NHỚ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_162.wav,116080,CHÚC CÁC BẠN THÀNH CÔNG HƠN NỮA TRONG CÔNG VIỆC
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_163.wav,100080,BỊ CÁC CÔ GÁI BAO VÂY RÁO RIẾT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_164.wav,125080,MỖI VÙNG SẼ PHÁT HÀNH MỘT CẨM NANG TỔNG QUÁT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_165.wav,94080,HOẶC THẬM CHÍ LÀ SA THẢI HỌ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_166.wav,103080,TRƠ TRỌI GIỮA ĐỒNG LÀ CÁI NHÌN KHẮC KHOẢI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_167.wav,142080,CON ĐƯỜNG ĐẤT ĐỎ GẶP MƯA TRỞ THÀNH THỨ BÙN SỀN SỆT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_168.wav,96080,NGOÀI VIỆC PHÁT HIỆN KẺ THÙ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_169.wav,178080,NHƯNG NHỮNG LƯỠI DAO OAN NGHIỆT ĐÃ KHÔNG CHO BÀ CƠ HỘI CUỐI CÙNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_170.wav,122080,LÒNG ĐỎ TRỨNG GÀ TRỘN VỚI GẠO LỨT PHƠI KHÔ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_171.wav,38080,BÀ NÓI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_172.wav,110080,THEO CHIỀU HƯỚNG KHÔNG TỐT ĐẸP HAY TỐT ĐẸP
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_173.wav,98080,TÔI VẪN KHÔNG GIẤU ĐƯỢC NHỮNG NỖI BỰC DỌC
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_174.wav,94080,CÂY XOÀI GIÀ LỤ KHỤ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_175.wav,96080,TAI ĐAU VÀ MẮT NHÌN THẤY HAI HÌNH SONG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_176.wav,128080,KHÔNG HIỂU SAO CỨ LỬNG LƠ LƯNG CHỪNG BỐN CHÍN NĂM MƯƠI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_177.wav,84080,LÀM NƠI NẤU NƯỚNG GIẶT GIŨ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_178.wav,94080,MỖI Ý NGHĨ CỦA TÔI GIỐNG NHƯ TỪNG GIỌT NƯỚC
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_179.wav,120080,CHỈ RIÊNG NHỮNG CỘT MÁY THU TIỀN ĐẬU XE
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_180.wav,82080,TRƯỚC ĐÂY XE BUÝT ĐẦY GÀ VỊT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_181.wav,131080,ĐỘNG LỰC CHÍNH CỦA TĂNG TRƯỞNG LÀ NHU CẦU NỘI ĐỊA MẠNH MẼ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_182.wav,106080,MỘT NGUỒN TIN ĐIỀU TRA KHÁC CHO BIẾT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_183.wav,167080,NHỮNG NGƯỜI TIẾP XÚC GẦN GŨI VỚI CÔ LÀ CON GÁI VÀ CHA MẸ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_184.wav,97080,ĐỀU CÓ THỂ LÀM NỀN TẢNG CỦA BẠN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_185.wav,110080,CŨNG CHẲNG CÒN XÚNG XÍNH QUẦN ÁO MỚI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_186.wav,108080,TỐT HƠN LÀ BẠN HÃY CHẤP NHẬN RẰNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_187.wav,105080,ĐANG PHẢN ĐỐI ĐỀ XUẤT THUẾ NÀY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_188.wav,124080,TRONG LÀNG MỸ PHẨM VÀ DỤNG CỤ TRANG ĐIỂM
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_189.wav,108080,TRẺ EM ĐÂU CÓ CHƯỚNG NGẠI VẬT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_190.wav,122080,GIỮ NGƯỜI PHẢI GIỮ ĐƯỢC CẢ HỒN LẪN XÁC
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_191.wav,132080,HIỆN ĐANG ĐƯỢC TẬP TRUNG KHÔI PHỤC THEO TỪNG BƯỚC
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_192.wav,131080,VÙNG NÀY CŨNG CÓ RẤT NHIỀU CÁC ĐỘNG VẬT BIỂN HOANG DÃ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_193.wav,82080,ĐỪNG ĐỂ CON SÂU ĂN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_194.wav,80080,CON ĐƯỜNG CHẠY GIỮA LÀNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_195.wav,132080,ĐÓ CÓ THỂ LÀ THỬ CHƠI MỘT MÔN THỂ THAO MỚI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_196.wav,156080,CÂY CỔ THỤ ẤY BẤT CHỢT BỊ BỆNH TẬT QUẬT NGÃ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_197.wav,106080,TÔI KHÔNG NỠ LÀM CÔ BÉ THẤT VỌNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_198.wav,113080,RẤT NHIỀU GỬI GẮM VÀ KỲ VỌNG VÀO ÔNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_199.wav,104080,KÊNH BA BÒ GÂY SẠT LỞ NHÀ DÂN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_200.wav,80080,ĐANG THẢO LUẬN VỀ ĐỀ XUẤT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_201.wav,94080,KHÔNG MỘT HAI BA BỐN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_202.wav,78080,BỐN NĂM SÁU BẢY TÁM
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_203.wav,74080,TÁM CHÍN MƯỜI MƯỜI MỘT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_204.wav,84080,MƯỜI MỘT MƯỜI HAI MƯỜI BA
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_205.wav,86080,MƯỜI BỐN MƯỜI LĂM MƯỜI SÁU
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_206.wav,86080,MƯỜI BẢY MƯỜI TÁM MƯỜI CHÍN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_207.wav,78080,HAI MƯƠI HAI MƯƠI MỐT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_208.wav,169080,HAI MƯƠI HAI HAI MƯƠI BA
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_209.wav,98080,HAI MƯƠI BỐN HAI MƯƠI LĂM
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_210.wav,96080,HAI MƯƠI SÁU HAI MƯƠI BẢY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_211.wav,106080,HAI MƯƠI TÁM HAI MƯƠI CHÍN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_212.wav,88080,BA MƯƠI BA MƯƠI MỐT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_213.wav,100080,BA MƯƠI HAI BA MƯƠI BA
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_214.wav,100080,BA MƯƠI BỐN BA MƯƠI LĂM
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_215.wav,102080,BA MƯƠI SÁU BA MƯƠI BẢY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_216.wav,104080,BA MƯƠI TÁM BA MƯƠI CHÍN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_217.wav,102080,BỐN MƯƠI BỐN MƯƠI MỐT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_218.wav,107080,BỐN MƯƠI HAI BỐN MƯƠI BA
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_219.wav,93080,BỐN MƯƠI BỐN BỐN MƯƠI LĂM
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_220.wav,108080,BỐN MƯƠI SÁU BỐN MƯƠI BẢY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_221.wav,91080,BỐN MƯƠI TÁM BỐN MƯƠI CHÍN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_222.wav,86080,NĂM MƯƠI NĂM MƯƠI MỐT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_223.wav,88080,NĂM MƯƠI HAI NĂM MƯƠI BA
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_224.wav,99080,NĂM MƯƠI BỐN NĂM MƯƠI LĂM
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_225.wav,88080,NĂM MƯƠI SÁU NĂM MƯƠI BẢY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_226.wav,89080,NĂM MƯƠI TÁM NĂM MƯƠI CHÍN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_227.wav,72080,SÁU MƯƠI SÁU MƯƠI MỐT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_228.wav,91080,SÁU MƯƠI HAI SÁU MƯƠI BA
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_229.wav,90080,SÁU MƯƠI BỐN SÁU MƯƠI LĂM
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_230.wav,86080,SÁU MƯƠI SÁU SÁU MƯƠI BẢY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_231.wav,84080,SÁU MƯƠI TÁM SÁU MƯƠI CHÍN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_232.wav,84080,BẢY MƯƠI BẢY MƯƠI MỐT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_233.wav,100080,BẢY MƯƠI HAI BẢY MƯƠI BA
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_234.wav,100080,BẢY MƯƠI BỐN BẢY MƯƠI LĂM
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_235.wav,82080,BẢY MƯƠI SÁU BẢY MƯƠI BẢY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_236.wav,92080,BẢY MƯƠI TÁM BẢY MƯƠI CHÍN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_237.wav,75080,TÁM MƯƠI TÁM MƯƠI MỐT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_238.wav,92080,TÁM MƯƠI HAI TÁM MƯƠI BA
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_239.wav,78080,TÁM MƯƠI BỐN TÁM MƯƠI LĂM
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_240.wav,84080,TÁM MƯƠI SÁU TÁM MƯƠI BẢY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_241.wav,91080,TÁM MƯƠI TÁM TÁM MƯƠI CHÍN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_242.wav,83080,CHÍN MƯƠI CHÍN MƯƠI MỐT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_243.wav,88080,CHÍN MƯƠI HAI CHÍN MƯƠI BA
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_244.wav,82080,CHÍN MƯƠI BỐN CHÍN MƯƠI LĂM
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_245.wav,86080,CHÍN MƯƠI SÁU CHÍN MƯƠI BẢY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_246.wav,96080,CHÍN MƯƠI TÁM CHÍN MƯƠI CHÍN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_247.wav,97080,MỘT TRĂM MỘT HAI BA
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_248.wav,76080,MỘT BA NĂM BẢY CHÍN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_249.wav,89080,KHÔNG HAI BỐN SÁU TÁM
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_250.wav,96080,MỘT HAI BA BỐN NĂM
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_251.wav,74080,CÁI CHẾT CỦA NÀNG TIÊN NÂU
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_252.wav,116080,CON ĐƯỜNG DÀI LẮM SAO ANH ĐỂ EM ĐI MỘT MÌNH
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_253.wav,136080,CON ĐƯỜNG DÀI LẮM KHÔNG CÓ ANH EM ĐI LÀM SAO
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_254.wav,116080,NHẤT NGÔN CỬU PHỈ TỨ MÃ PHANH THÂY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_255.wav,85080,CÔ ĐÃ ĐI SAI MỘT NƯỚC CỜ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_256.wav,94080,BÂY GIỜ UỐNG BIA HAY LÀ CỞI ĐỒ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_257.wav,92080,CUỐI TUẦN MÌNH ĐI HÁI ĐÀO NHA ANH
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_258.wav,162080,TRƯỜNG LÀ NGƯỜI RẤT CÓ KỶ LUẬT NHƯNG LÀM VIỆC HƠI CẨU THẢ MỘT CHÚT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_259.wav,100080,MỘT CÁI BÁNH CŨNG ĐÒI TIỀN LÀ SAO
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_260.wav,75080,CÁI GIÁ CỦA MỘT ANH HÙNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_261.wav,132080,THÚ VUI CỦA TA LÀ TRA TẤN TINH THẦN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_262.wav,92080,TA LÀ BÒ CẠP HAY THIÊN BÌNH
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_263.wav,62080,LẤY TĨNH CHẾ ĐỘNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_264.wav,78080,LẤY BẤT BIẾN ỨNG VẠN BIẾN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_265.wav,102080,CHƯƠNG BA CỦA QUYỂN HỒI KÝ CHƯA KẾT THÚC
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_266.wav,100080,CHỈ XÉT TUYỂN HỒ SƠ KHÔNG PHẢI THI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_267.wav,107080,CÓ MỘT NHÓM NGƯỜI CHUYÊN ĐI BẮT CÓC GÁI TƠ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_268.wav,116080,CÁC MỸ NHÂN VIỄN ĐÔNG ĐANG CHỜ ANH ĐÓ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_269.wav,101080,ANH VẪN NHỚ KỶ NIỆM CẦU ĐẦU LÂU
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_270.wav,70080,CHO TÔI BIẾT TÊN CÔ ẤY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_271.wav,82080,HÃY MỞ MỘT BẢN NHẠC HAY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_272.wav,92080,NHẠC SĨ VÀ LỰC SĨ EM CHỌN AI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_273.wav,97080,VỨT BỎ ĐỒ ĐAO LẬP ĐIA THÀNH PHẬT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_274.wav,86080,TRƯỜNG BÌNH CÔNG CHÚA BỊ CỤT TAY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_275.wav,92080,HOA MÃN LÂU NGÀY ẤY VÀ BÂY GIỜ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_276.wav,76080,LÝ THÁM HOA ĐI CÀ THỌT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_277.wav,90080,GẶP NHAU ĐÃ KHÓ HUỐNG CHIA XA
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_278.wav,103080,ĐÔNG PHONG DẪU NHẸ RỤNG TRĂM HOA
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_279.wav,140080,HÔM NAY BA EM ĐI CÔNG TÁC ANH QUA ĐÂY NHÉ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_280.wav,78080,TÔI NÓI CẬU CÓ NGHE KHÔNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_281.wav,112080,TRỘM VIẾNG THĂM LẤY HẾT ĐỒ ĐẠC TRONG NHÀ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_282.wav,103080,CÂY ĐA NGOÀI VƯỜN VẪN RA TRÁI ĐỀU ĐỀU
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_283.wav,101080,LẬP TRÌNH VIÊN ĐA SỐ ĐỀU BỊ TÂM THẦN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_284.wav,72080,XIN MỜI ANH ĐIẾU THUỐC
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_285.wav,80080,Ở ĐÂY HÚT THUỐC ĐƯỢC KHÔNG CÔ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_286.wav,80080,NHÀ THUỐC TÂY MỌC LÊN NHƯ NẤM
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_287.wav,103080,NÓI CHUYỆN TRỊNH TRỌNG NGHE GHÊ QUÁ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_288.wav,103080,CÀI ĐẶT LẠI PHẦN MỀM TỐN CẢ NGÀY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_289.wav,108080,HAI BỐ CON THẢO LUẬN VIỆC CHIA TÀI SẢN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_290.wav,92080,CUỘC TÌNH ĐẸP NHƯ MƠ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_291.wav,88080,ANH VÀ EM CÓ DUYÊN CHÍN KIẾP
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_292.wav,85080,ÔNG TOÀN CHƠI PHỔNG TAY TRÊN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_293.wav,108080,DÂN VIỆT NAM LÀM ĂN CHỤP GIỰT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_294.wav,59080,CHUYẾN XE TỬ THẦN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_295.wav,104080,BIÊN BẢN CUỘC HỌP ĐÃ ĐƯỢC GHI LẠI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_296.wav,86080,ĐÁNH BẠC CŨNG LÀ MỘT NGHỀ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_297.wav,120080,PHIÊN BẢN ĐẦU TIÊN RA MẮT THỨ BẢY TUẦN TRƯỚC
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_298.wav,118080,KINH TẾ SUY THOÁI KHIẾN CÁC NHÀ ĐẦU TƯ LA LÀNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_299.wav,124080,BẤT ĐỘNG SẢN BỊ THỔI GIÁ NÊN GIỜ CHẾT LÀ PHẢI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK15_300.wav,80080,MẤY QUÁN LẨU DÊ ĐÔNG NHƯ KIẾN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_001.wav,90080,CÔNG TY MÍA ĐƯỜNG QUẢNG NAM
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_002.wav,108080,PHIM KỂ VỀ TRUNG ÚY BỊ MỘT PHÁI VIÊN NHẬT BẢN ĐUỔI BẮT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_003.wav,110080,DÙNG THỂ LOẠI NÀO LÀ DO HIỆN THỰC CỦA ĐỜI SỐNG ĐÒI HỎI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_004.wav,118080,NHÓM TƯỢNG THỨ BA VỀ HỌA TIẾT TRÊN LONG BÀO CỦA TƯỢNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_005.wav,88080,TỰ DƯNG CHỢT NHỚ NHỮNG NGÀY XƯA
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_006.wav,82080,MẶT VÊN VAO VÌ CĂNG THẲNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_007.wav,78080,HIỆN ĐANG NẰM Ở XÓ XỈNH NÀO
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_008.wav,52080,CÁ TRA
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_009.wav,68080,PHỤC NGHĨ CHẲNG CÒN CÓ THỂ QUAY LẠI TÀU
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_010.wav,130080,LẦN NÀY VỚI DAI TRÒ BẦU SÔ KIÊM DIỄN VIÊN CHÍNH TRÊN SÂN KHẤU KỊCH
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_011.wav,84080,LÀ HOÀNG KIM GIÁP DÀ DẠ YẾN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_012.wav,91080,MỚI ĐƯỢC NHẬN CHUYỂN NHƯỢNG QUYỀN SỬ DỤNG ĐẤT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_013.wav,100080,NGỒI XỔM ĐÁNH TRỐNG GẢY ĐÀN THỔI KÈN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_014.wav,52080,CHÀNG TIẾP THỊ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_015.wav,70080,KHOE VAI TRẦN VẠM VỠ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_016.wav,90080,NÓ RÍT RỊT BÁM CHẶT VÀO DA
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_017.wav,110080,KHÔNG AI MUỐN GIẦM SƯƠNG TRONG GIÁ LẠNH NHƯ THẾ NÀY ĐÂU
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_018.wav,93080,NGOÀI RA HỌ CÒN DÙNG HAI BỮA ĂN GIẶM TRONG NGÀY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_019.wav,92080,SAU KHI BÁC SĨ PHÁT HIỆN RA BỆNH QUAI BỊ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_020.wav,119080,TOÀN BỘ NỘI DUNG BUỔI LỄ ĐƯỢC ĐỌC QUA LOA PHÓNG THANH
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_021.wav,134080,TRƠ GỐC RẠ RẠT RẠT BẬT RỄ ĐỌNG HƠI SƯƠNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_022.wav,132080,BƯỚC NGOẶT LÀ VIỆC CHẾ TẠO RA ĐƯỢC TRÍ THÔNG MINH NHÂN TẠO
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_023.wav,108080,NHƯNG VÀO CẢNG TRUNG QUỐC MÀ KHÔNG BÁO ĐƯỢC THÌ CHẾT CHẮC
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_024.wav,108080,CHỨNG ĐAU NÀY CHỈ HẾT KHI ĐỘNG MẠCH CHỦ BỊ BỂ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_025.wav,73080,HOẶC ĐAU NHÓI BÀN TAY HAY BÀN CHÂN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_026.wav,82080,TUYÊN BỐ SẼ NẮM QUYỀN CHO ĐẾN KHI NÀO
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_027.wav,104080,THÀI LÀI CÓ LÁ TÍM LẤP LÁNH VỚI NHỮNG LOẠI NÀY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_028.wav,111080,VỚI KHẢ NĂNG CHIẾN ĐẤU MỘT CÁCH HIỆU QUẢ Ở MỌI CỰ LY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK16_029.wav,146080,KHẢ NĂNG NGƯỜI DÙNG CHẤP NHẬN TẢI VỀ TỆP TIN ĐỘC HẠI LÀ RẤT CAO
